Gene name	TranscriptID	Chromosome	Transcript length	GC Content	GC Stretch	Missing exon	Deleted exon	TOGA status
LOC100924622	XM_031947377.1	NC_045426.1	1248	61.14	4.42708333333333	Yes	No	PI
LOC100924633	XM_012543864.2	NC_045426.1	1029	50.34	3.87272727272727	No	No	I
LOC100924657	XM_003766537.1	NC_045428.1	918	40.52	3.45454545454545	No	No	I
LOC100924681	XM_003771946.4	NC_045430.1	4752	37.65	3.35294117647059	No	No	L
LOC100924683	XM_012551586.3	NC_045430.1	576	59.72	4.85106382978723	No	No	I
LOC100924695	XM_031945058.1	NC_045432.1	942	49.36	3.78260869565217	Yes	No	M
LOC100924697	XM_003774866.2	NC_045432.1	639	48.51	3.93103448275862	No	No	I
LOC100924710	XM_031950178.1	NC_045427.1	510	43.14	3.57142857142857	No	No	I
LOC100924731	XM_012543747.3	NC_045426.1	432	59.72	3.97142857142857	No	No	I
LOC100924749	XM_003767436.2	NC_045429.1	1035	44.15	3.5	No	No	UL
LOC100924751	XM_023501893.2	NC_045429.1	5355	59.22	4.09592326139089	No	No	I
LOC100924752	XM_023502159.2	NC_045429.1	714	49.16	4.85714285714286	No	No	I
LOC100924772	XM_031939488.1	NC_045430.1	939	39.51	3.43478260869565	No	No	UL
LOC100924780	XM_003773854.1	NC_045431.1	948	39.14	3.29166666666667	No	No	I
LOC100924781	XM_003773929.1	NC_045431.1	939	42.39	3.5625	No	No	I
LOC100924791	XM_031944815.1	NC_045432.1	1596	49.75	3.99019607843137	No	No	I
LOC100924822	XM_012544957.3	NC_045428.1	858	50.35	3.8	No	No	UL
LOC100924827	XM_031962923.1	NC_045428.1	1305	48.81	3.54545454545455	No	No	I
LOC100924828	XM_031964157.1	NC_045428.1	417	43.41	3.63636363636364	No	No	I
LOC100924842	XM_031940353.1	NC_045430.1	2067	59.36	4.47260273972603	Yes	No	PI
LOC100924856	XM_003773780.2	NC_045431.1	933	38.26	3.40909090909091	Yes	No	M
LOC100924867	XM_031953180.1	NC_045427.1	660	46.21	4.48387096774194	No	No	I
LOC100924868	XM_003757223.2	NC_045427.1	1317	47.99	3.76811594202899	No	No	I
LOC100924880	XM_003758789.4	NC_045427.1	528	40.15	3.92857142857143	No	No	I
LOC100924882	XM_031968314.1	NC_045426.1	2100	42.86	3.75531914893617	No	No	I
LOC100924897	XM_031950598.1	NC_045426.1	1032	50.29	4.0625	No	No	I
LOC100924919	XM_003766462.4	NC_045428.1	792	45.45	3.41463414634146	No	No	I
LOC100924920	XM_003766538.4	NC_045428.1	924	38.20	3.59375	No	No	I
LOC100924926	XM_003767897.1	NC_045429.1	978	46.83	3.52272727272727	No	No	I
LOC100924946	XM_031941421.1	NC_045431.1	1518	42.16	3.37209302325581	No	No	I
LOC100924949	XM_003773697.4	NC_045431.1	1002	49.40	4.25454545454545	No	No	I
LOC100924962	XM_023503603.2	NC_045427.1	1389	42.91	3.27272727272727	No	No	I
LOC100924989	XM_031961266.1	NC_045426.1	13887	49.05	3.48927613941019	Yes	No	M
LOC100924990	XM_003762559.4	NC_045426.1	432	60.42	4.08108108108108	No	No	I
LOC100924997	XM_012545425.1	NC_045428.1	945	48.15	3.55769230769231	No	No	I
LOC100925002	XM_023500864.2	NC_045428.1	1392	60.34	4.54639175257732	Yes	No	PI
LOC100925039	XM_003773855.1	NC_045431.1	933	39.87	3.31034482758621	No	No	I
LOC100925040	XM_003773930.1	NC_045431.1	927	42.29	3.38888888888889	No	No	I
LOC100925047	XM_003755761.2	NC_045427.1	936	41.67	3.70967741935484	Yes	No	M
LOC100925080	XM_012544955.2	NC_045428.1	570	44.39	3.5	No	No	I
LOC100925098	XM_003769071.4	NC_045429.1	888	55.74	3.82089552238806	No	No	I
LOC100925107	XM_012551008.2	NC_045430.1	1455	38.49	3.57692307692308	No	No	I
LOC100925140	XM_031950331.1	NC_045427.1	870	55.86	3.83928571428571	No	No	I
LOC100925179	XM_031962094.1	NC_045428.1	2223	38.24	3.23880597014925	Yes	No	M
LOC100925190	XM_003769298.4	NC_045429.1	1347	52.71	3.9625	No	No	I
LOC100925205	XM_031941653.1	NC_045431.1	960	49.90	3.4375	No	No	I
LOC100925244	XM_031961258.1	NC_045426.1	1260	47.22	3.6031746031746	No	No	I
LOC100925246	XM_031949096.1	NC_045426.1	1398	50.29	3.8974358974359	Yes	No	M
LOC100925250	XM_012544501.3	NC_045428.1	699	65.95	5.11864406779661	No	No	I
LOC100925291	XM_023506402.1	NC_045431.1	951	40.17	3.41935483870968	No	No	I
LOC100925329	XM_003762259.4	NC_045426.1	669	61.14	4.33333333333333	No	No	I
LOC100925331	XM_012543921.2	NC_045426.1	942	40.66	3.38461538461538	Yes	No	M
LOC100925341	XM_012546031.2	NC_045428.1	1377	49.60	3.68493150684932	No	No	I
LOC100925367	XM_003771645.3	NC_045430.1	1344	42.63	3.27906976744186	No	No	UL
LOC100925376	XM_023506394.1	NC_045431.1	906	42.83	3.35135135135135	No	No	L
LOC100925402	XM_031949388.1	NC_045427.1	1191	41.73	3.62962962962963	No	Yes	L
LOC100925461	XM_031937891.1	NC_045430.1	1014	39.94	3.76315789473684	No	No	UL
LOC100925499	XM_031962264.1	NC_045426.1	1419	46.58	3.85245901639344	No	No	I
LOC100925518	XM_003766878.1	NC_045428.1	945	44.44	3.525	No	No	I
LOC100925523	XM_003768694.2	NC_045426.1	957	43.68	3.72727272727273	No	No	I
LOC100925541	XM_031940538.1	NC_045430.1	906	53.75	4.06	No	No	I
LOC100925549	XM_003773932.1	NC_045431.1	939	43.45	3.6875	No	No	I
LOC100925560	XM_031945203.1	NC_045432.1	1695	54.93	4.84375	No	No	I
LOC100925561	XM_003756674.3	NC_045427.1	1962	47.55	3.77659574468085	No	Yes	I
LOC100925599	XM_003765140.3	NC_045428.1	993	52.37	3.7741935483871	No	No	I
LOC100925613	XM_003767898.1	NC_045429.1	945	43.39	3.46875	Yes	No	M
LOC100925641	XM_012540610.2	NC_045427.1	1446	42.95	3.65	No	No	I
LOC100925648	XM_012553391.3	NC_045432.1	606	57.10	3.93333333333333	Yes	No	I
LOC100925668	XM_031947321.1	NC_045426.1	666	49.85	3.61111111111111	No	No	I
LOC100925670	XM_012542351.3	NC_045426.1	840	47.38	3.47222222222222	No	No	I
LOC100925687	XM_031961336.1	NC_045428.1	942	40.45	3.51851851851852	No	No	I
LOC100925754	XM_031968102.1	NC_045426.1	1632	40.32	3.54347826086957	No	No	I
LOC100925756	XM_003760188.4	NC_045426.1	1209	41.36	3.40909090909091	No	No	I
LOC100925779	XM_031963470.1	NC_045428.1	1074	62.10	4.31818181818182	No	No	L
LOC100925801	XM_031965106.1	NC_045429.1	798	46.87	3.52631578947368	No	No	I
LOC100925813	XM_003773625.1	NC_045431.1	945	38.10	3.26666666666667	No	No	I
LOC100925815	XM_003773858.2	NC_045431.1	939	40.89	3.37931034482759	No	No	I
LOC100925816	XM_012552679.1	NC_045431.1	963	43.82	3.47368421052632	No	No	I
LOC100925861	XM_031959950.1	NC_045428.1	969	42.83	3.22222222222222	Yes	Yes	I
LOC100925873	XM_003766951.4	NC_045428.1	444	52.48	3.5	No	No	I
LOC100925879	XM_012548026.1	NC_045429.1	945	45.93	3.4	No	No	I
LOC100925903	XM_012552639.2	NC_045431.1	927	41.75	3.6	No	No	I
LOC100925930	XM_023496662.2	NC_045426.1	1221	59.79	5.48101265822785	No	No	I
LOC100925940	XM_023498302.2	NC_045426.1	2730	45.93	3.58928571428571	No	No	I
LOC100925942	XM_003762711.4	NC_045426.1	1140	39.04	3.45161290322581	No	No	I
LOC100925950	XM_003764098.1	NC_045428.1	939	42.49	3.34210526315789	No	No	I
LOC100925998	XM_031955060.1	NC_045427.1	5811	53.76	3.92857142857143	Yes	No	PI
LOC100925999	XM_031941420.1	NC_045431.1	1941	41.58	3.13333333333333	No	No	UL
LOC100926036	XM_003764837.2	NC_045428.1	948	50.11	3.72727272727273	No	No	L
LOC100926037	XM_031962648.1	NC_045428.1	726	54.82	3.90196078431373	No	No	I
LOC100926050	XM_003768695.2	NC_045426.1	948	42.93	3.30769230769231	No	No	I
LOC100926074	XM_003773626.1	NC_045431.1	945	38.62	3.34615384615385	No	No	I
LOC100926076	XM_003773859.1	NC_045431.1	936	43.91	3.51515151515152	No	No	I
LOC100926093	XM_023494684.2	NC_045427.1	588	42.52	3.28571428571429	No	No	I
LOC100926101	XM_031950013.1	NC_045427.1	1149	49.52	3.57352941176471	Yes	No	M
LOC100926104	XM_003759756.3	NC_045426.1	1521	38.59	3.36170212765957	No	No	I
LOC100926134	XM_003766465.3	NC_045428.1	516	51.36	3.65625	No	No	UL
LOC100926142	XM_012548023.2	NC_045429.1	1005	42.69	3.28205128205128	No	No	I
LOC100926147	XM_012549445.3	NC_045429.1	1035	39.52	3.57142857142857	No	No	UL
LOC100926148	XM_003769735.3	NC_045429.1	702	59.83	4.42105263157895	No	No	I
LOC100926163	XM_003773045.4	NC_045431.1	663	41.93	3.25	No	No	I
LOC100926216	XM_003764767.1	NC_045428.1	942	41.72	3.33333333333333	No	No	I
LOC100926257	XM_003774599.1	NC_045431.1	936	43.48	3.375	No	No	I
LOC100926295	XM_003764838.1	NC_045428.1	939	46.22	3.51923076923077	No	No	L
LOC100926318	XM_012550141.3	NC_045429.1	345	39.42	3.5	No	No	I
LOC100926333	XM_003773860.2	NC_045431.1	936	43.38	3.48387096774194	No	No	I
LOC100926339	XM_003755765.1	NC_045427.1	930	39.68	3.52173913043478	No	No	I
LOC100926346	XM_012551459.3	NC_045427.1	2823	58.24	4.24519230769231	No	No	I
LOC100926359	XM_031946242.1	NC_045426.1	1134	51.23	3.92307692307692	No	No	I
LOC100926394	XM_012547331.2	NC_045428.1	948	47.47	3.67441860465116	No	No	I
LOC100926407	XM_003769589.4	NC_045429.1	960	38.65	3.21739130434783	No	No	L
LOC100926423	XM_023505724.2	NC_045431.1	690	38.70	4	No	Yes	I
LOC100926426	XM_003773785.1	NC_045431.1	930	41.18	3.39393939393939	No	No	L
LOC100926457	XM_031947356.1	NC_045426.1	1491	55.00	3.98837209302326	No	No	I
LOC100926475	XM_003764100.1	NC_045428.1	942	45.44	3.57575757575758	No	No	I
LOC100926477	XM_003764543.3	NC_045428.1	270	52.22	4.13333333333333	No	No	I
LOC100926479	XM_003764768.4	NC_045428.1	489	57.46	4.31578947368421	No	No	I
LOC100926484	XM_003766093.4	NC_045428.1	3291	39.44	3.51685393258427	No	No	I
LOC100926503	XM_031937792.1	NC_045430.1	5697	49.48	3.69534050179211	No	No	I
LOC100926551	XM_031949108.1	NC_045426.1	573	67.36	5.2156862745098	Yes	No	M
LOC100926557	XM_012545429.1	NC_045428.1	942	45.12	3.63414634146341	No	No	I
LOC100926596	XM_003773861.1	NC_045431.1	957	40.86	3.44827586206897	No	No	I
LOC100926599	XM_031941687.1	NC_045431.1	1092	62.82	4.87951807228916	Yes	No	PI
LOC100926603	XM_012544056.1	NC_045427.1	939	41.64	3.37931034482759	No	No	L
LOC100926624	XM_031946379.1	NC_045426.1	1065	38.69	3.3125	No	No	I
LOC100926638	XM_003762777.3	NC_045426.1	948	48.10	3.25531914893617	No	No	I
LOC100926660	XM_012548024.2	NC_045429.1	942	41.40	3.375	No	No	I
LOC100926668	XM_031937533.1	NC_045429.1	966	42.03	3.46875	No	No	I
LOC100926671	XM_003770728.4	NC_045429.1	381	61.42	4.63333333333333	No	No	I
LOC100926676	XM_012551012.2	NC_045430.1	1845	35.99	3.46296296296296	No	No	I
LOC100926694	XM_012553011.2	NC_045431.1	930	45.05	3.66666666666667	Yes	No	M
LOC100926699	XM_031944335.1	NC_045432.1	1836	52.34	4.20560747663551	Yes	No	PI
LOC100926719	XM_012541981.3	NC_045426.1	1587	54.32	3.95789473684211	No	No	I
LOC100926731	XM_031947534.1	NC_045426.1	1749	51.29	4.07228915662651	No	No	UL
LOC100926738	XM_003764101.2	NC_045428.1	945	47.72	3.72916666666667	No	No	I
LOC100926797	XM_031949720.1	NC_045427.1	1536	64.58	4.55905511811024	Yes	No	PI
LOC100926821	XM_003764840.2	NC_045428.1	948	56.22	3.9672131147541	Yes	No	M
LOC100926834	XM_012548682.3	NC_045426.1	381	61.15	4.66666666666667	No	No	I
LOC100926881	XM_003758919.4	NC_045427.1	1458	39.78	3.38636363636364	Yes	Yes	L
LOC100926888	XM_003759835.4	NC_045426.1	1161	44.27	3.77083333333333	No	No	I
LOC100926901	XM_003762778.3	NC_045426.1	948	48.21	3.25	No	No	I
LOC100926947	XM_031949371.1	NC_045427.1	1278	46.17	3.5593220338983	No	No	L
LOC100926976	XM_003760546.4	NC_045426.1	1470	56.94	4.19387755102041	No	No	I
LOC100926993	XM_003764102.2	NC_045428.1	936	40.38	3.48484848484848	No	No	I
LOC100927026	XM_031940345.1	NC_045430.1	609	49.26	3.66666666666667	No	No	I
LOC100927040	XM_031949292.1	NC_045427.1	894	67.11	4.8494623655914	Yes	No	M
LOC100927075	XM_012545457.2	NC_045428.1	939	56.12	3.9344262295082	Yes	No	M
LOC100927083	XM_012547149.3	NC_045428.1	1599	62.79	4.2992700729927	No	No	I
LOC100927084	XM_012547792.2	NC_045429.1	1413	46.14	3.53846153846154	No	No	I
LOC100927088	XM_012548681.3	NC_045426.1	393	59.29	4.35294117647059	No	No	I
LOC100927115	XM_003773863.1	NC_045431.1	942	41.08	3.26666666666667	No	No	I
LOC100927121	XM_003755767.1	NC_045427.1	969	39.53	3.35483870967742	No	No	I
LOC100927180	XM_031939293.1	NC_045430.1	1932	60.20	4.16447368421053	No	No	I
LOC100927202	XM_003755291.4	NC_045427.1	1845	39.35	3.3469387755102	No	Yes	L
LOC100927203	XM_012552924.2	NC_045431.1	888	40.20	3.23076923076923	No	No	I
LOC100927240	XM_003762649.3	NC_045426.1	1659	59.01	4.10294117647059	No	No	I
LOC100927252	XM_031938529.1	NC_045430.1	1065	56.24	4.58730158730159	Yes	No	L
LOC100927256	XM_003765445.4	NC_045428.1	1590	62.52	4.51162790697674	No	No	I
LOC100927276	XM_012549624.3	NC_045429.1	786	65.52	4.59677419354839	No	No	I
LOC100927292	XM_012553056.2	NC_045431.1	312	54.17	4.21739130434783	No	No	I
LOC100927323	XM_003761892.2	NC_045426.1	939	48.67	3.82	No	No	I
LOC100927324	XM_031945737.1	NC_045426.1	1584	55.05	3.79831932773109	No	No	I
LOC100927333	XM_012545314.2	NC_045428.1	978	39.88	3.48387096774194	Yes	No	M
LOC100927334	XM_003764841.1	NC_045428.1	945	50.37	3.66071428571429	No	No	I
LOC100927337	XM_003765286.1	NC_045428.1	933	45.23	3.6551724137931	No	No	I
LOC100927378	XM_003755768.2	NC_045427.1	933	41.05	3.33333333333333	Yes	No	M
LOC100927387	XM_003758920.4	NC_045427.1	1443	45.60	3.90909090909091	No	No	I
LOC100927393	XM_023496052.2	NC_045426.1	2049	39.82	3.98148148148148	No	No	I
LOC100927409	XM_012545260.3	NC_045428.1	1512	38.82	3.42857142857143	No	No	I
LOC100927430	XM_031967233.1	NC_045429.1	555	44.32	3.68	Yes	No	UL
LOC100927447	XM_012552095.3	NC_045431.1	2295	56.17	4.14556962025316	Yes	Yes	L
LOC100927459	XM_012553156.1	NC_045432.1	954	46.65	3.5625	No	No	I
LOC100927462	XM_012553329.3	NC_045432.1	915	51.80	3.82978723404255	No	No	I
LOC100927487	XM_031945872.1	NC_045426.1	996	55.62	3.79166666666667	No	No	I
LOC100927518	XM_031937049.1	NC_045429.1	1248	45.91	3.51724137931034	No	No	I
LOC100927521	XM_031966197.1	NC_045429.1	957	58.41	4.30985915492958	No	No	I
LOC100927592	XM_012545430.3	NC_045428.1	909	47.74	3.53191489361702	No	No	UL
LOC100927631	XM_012552399.3	NC_045431.1	738	63.01	4.07246376811594	Yes	No	M
LOC100927634	XM_003773938.2	NC_045431.1	930	43.76	3.51282051282051	No	No	I
LOC100927639	XM_003755769.1	NC_045427.1	1038	42.58	3.62068965517241	No	No	I
LOC100927648	XM_003758921.4	NC_045427.1	906	38.52	3.6	No	No	I
LOC100927649	XM_003759044.2	NC_045427.1	954	48.74	3.60377358490566	No	No	I
LOC100927702	XM_003771879.4	NC_045430.1	531	42.75	3.4375	No	No	I
LOC100927704	XM_003772186.3	NC_045430.1	936	45.41	3.58064516129032	No	No	I
LOC100927711	XM_003754986.3	NC_045427.1	1551	51.39	3.98795180722892	No	No	I
LOC100927715	XM_012552760.3	NC_045431.1	750	48.27	3.71052631578947	No	No	I
LOC100927718	XM_003774322.1	NC_045431.1	945	37.99	3.42857142857143	Yes	No	M
LOC100927722	XM_031944528.1	NC_045432.1	960	57.40	4.39393939393939	No	No	L
LOC100927735	XM_031949251.1	NC_045427.1	5748	42.97	3.44660194174757	No	No	I
LOC100927766	XM_012545410.1	NC_045428.1	942	44.59	3.48648648648649	No	No	UL
LOC100927849	XM_003764842.2	NC_045428.1	978	46.42	3.55813953488372	No	No	I
LOC100927888	XM_031949364.1	NC_045427.1	1212	62.29	4.10084033613445	No	No	UL
LOC100927892	XM_012544307.1	NC_045427.1	924	45.02	3.59375	No	No	I
LOC100927896	XM_003758028.2	NC_045427.1	711	50.91	3.77777777777778	No	No	I
LOC100927901	XM_003759045.2	NC_045427.1	954	48.85	3.53846153846154	No	No	I
LOC100927922	XM_003763808.2	NC_045428.1	1119	53.62	3.90277777777778	No	No	I
LOC100927944	XM_023503439.2	NC_045429.1	663	50.08	3.71428571428571	No	No	I
LOC100927965	XM_012552638.2	NC_045431.1	924	41.02	3.66666666666667	No	No	I
LOC100927993	XM_003758800.3	NC_045427.1	1314	41.86	3.35555555555556	No	No	I
LOC100927996	XM_003759763.4	NC_045426.1	918	35.84	3.33333333333333	No	No	I
LOC100928003	XM_003761665.3	NC_045426.1	1359	57.17	4.97752808988764	Yes	No	M
LOC100928021	XM_003764106.1	NC_045428.1	939	42.71	3.48648648648649	No	No	UL
LOC100928098	XM_031941432.1	NC_045426.1	2151	40.86	3.6	Yes	No	M
LOC100928127	XM_031968481.1	NC_045429.1	381	49.87	4.07692307692308	No	No	I
LOC100928138	XM_031964208.1	NC_045429.1	336	34.82	3.42857142857143	No	No	I
LOC100928150	XM_003773867.1	NC_045431.1	933	40.84	3.44117647058824	No	No	I
LOC100928151	XM_023494345.2	NC_045427.1	1710	50.06	3.68115942028985	No	No	I
LOC100928157	XM_031949496.1	NC_045427.1	939	43.98	3.72413793103448	No	No	I
LOC100928203	XM_012548031.3	NC_045429.1	1083	47.83	3.89583333333333	No	No	I
LOC100928217	XM_031939329.1	NC_045430.1	2892	47.61	3.93478260869565	No	No	I
LOC100928219	XM_012551460.2	NC_045430.1	930	40.86	3.2258064516129	No	No	I
LOC100928248	XM_031954449.1	NC_045427.1	1218	43.10	3.5625	No	No	I
LOC100928262	XM_031947757.1	NC_045426.1	1980	47.58	3.84615384615385	No	No	I
LOC100928280	XM_003764032.4	NC_045428.1	792	43.43	3.41176470588235	No	No	I
LOC100928283	XM_003764332.2	NC_045428.1	936	42.41	3.51724137931034	No	No	I
LOC100928287	XM_012545755.2	NC_045428.1	969	62.54	4.46052631578947	No	No	I
LOC100928327	XM_003774605.1	NC_045431.1	960	46.35	3.66666666666667	No	No	I
LOC100928342	XM_003758688.3	NC_045427.1	786	59.80	5.09090909090909	No	No	L
LOC100928381	XM_003768704.3	NC_045429.1	393	48.60	4.2	No	No	I
LOC100928410	XM_031949281.1	NC_045427.1	936	40.71	3.60606060606061	No	No	I
LOC100928456	XM_003767241.4	NC_045429.1	1779	45.19	3.42647058823529	No	No	I
LOC100928464	XM_031967224.1	NC_045429.1	468	61.75	4.04651162790698	No	No	I
LOC100928485	XM_003773793.1	NC_045431.1	948	37.76	3.20689655172414	No	No	UL
LOC100928536	XM_003764107.2	NC_045428.1	933	42.66	3.43181818181818	No	No	L
LOC100928538	XM_003764333.1	NC_045428.1	933	42.34	3.41935483870968	No	No	I
LOC100928546	XM_031961141.1	NC_045428.1	2073	48.67	3.77227722772277	No	Yes	L
LOC100928578	XM_003775351.3	NC_045431.1	1089	68.23	4.71028037383178	Yes	No	PI
LOC100928604	XM_003759245.1	NC_045427.1	933	44.16	3.60606060606061	Yes	No	M
LOC100928627	XM_031961483.1	NC_045428.1	978	42.74	3.32352941176471	Yes	Yes	L
LOC100928631	XM_003765290.2	NC_045428.1	930	45.91	3.5	No	No	I
LOC100928641	XM_003768707.4	NC_045429.1	669	56.20	4.83673469387755	No	No	I
LOC100928654	XM_031939642.1	NC_045430.1	4641	56.50	4.51097178683386	Yes	No	PI
LOC100928662	XM_003773869.1	NC_045431.1	930	42.69	3.56410256410256	No	No	I
LOC100928669	XM_031949495.1	NC_045427.1	972	41.36	3.51612903225806	No	No	I
LOC100928690	XM_031947485.1	NC_045426.1	273	54.21	4.375	No	No	I
LOC100928701	XM_031942176.1	NC_045426.1	4731	39.93	3.40458015267176	No	No	I
LOC100928703	XM_031946009.1	NC_045426.1	1380	51.88	3.54117647058824	No	No	I
LOC100928716	XM_031969153.1	NC_045429.1	1668	57.79	4.45714285714286	Yes	No	PI
LOC100928734	XM_031939332.1	NC_045430.1	2622	49.05	4	Yes	No	PI
LOC100928736	XM_003772190.1	NC_045430.1	927	40.67	3.2962962962963	No	No	I
LOC100928745	XM_003773794.1	NC_045431.1	951	35.12	3.28571428571429	Yes	No	M
LOC100928760	XM_003775096.4	NC_045432.1	978	47.85	3.88372093023256	No	No	I
LOC100928781	XM_003761591.3	NC_045426.1	591	57.87	4.06818181818182	No	No	I
LOC100928795	XM_003764108.1	NC_045428.1	942	43.10	3.4	No	No	L
LOC100928815	XM_031936923.1	NC_045429.1	615	46.67	3.67857142857143	No	No	I
LOC100928819	XM_012548346.3	NC_045429.1	1443	52.81	3.88607594936709	No	No	I
LOC100928830	XM_031938611.1	NC_045430.1	462	38.74	3.77777777777778	No	No	I
LOC100928847	XM_031942046.1	NC_045431.1	936	46.90	3.71428571428571	No	No	I
LOC100928906	XM_003770463.4	NC_045429.1	1086	48.62	3.71698113207547	Yes	Yes	L
LOC100928926	XM_003755772.3	NC_045427.1	939	40.36	3.46428571428571	No	No	I
LOC100928969	XM_031961116.1	NC_045428.1	2346	47.57	3.4018691588785	No	No	UL
LOC100928970	XM_031963681.1	NC_045428.1	795	65.66	4.86666666666667	No	No	I
LOC100928980	XM_012548296.2	NC_045429.1	1371	52.66	3.84507042253521	Yes	No	PI
LOC100929016	XM_003774748.2	NC_045432.1	1824	48.57	3.69	No	No	I
LOC100929018	XM_031944609.1	NC_045432.1	2847	50.12	3.64052287581699	No	No	I
LOC100929042	XM_023497910.2	NC_045426.1	504	48.41	3.92307692307692	No	No	I
LOC100929059	XM_012545409.2	NC_045428.1	945	42.96	3.13513513513514	No	No	UL
LOC100929060	XM_031963896.1	NC_045428.1	1362	55.58	4.05681818181818	No	No	I
LOC100929144	XM_031958854.1	NC_045428.1	2490	40.80	3.34615384615385	No	No	I
LOC100929157	XM_003769446.2	NC_045429.1	1047	42.50	3.5	No	No	I
LOC100929161	XM_031945899.1	NC_045426.1	411	56.93	3.91176470588235	No	No	I
LOC100929206	XM_031947939.1	NC_045426.1	1626	53.81	3.87254901960784	No	No	I
LOC100929248	XM_031937919.1	NC_045430.1	180	48.89	3.77777777777778	No	No	I
LOC100929257	XM_003772701.3	NC_045430.1	939	41.11	3.5	No	No	UL
LOC100929268	XM_023506848.2	NC_045432.1	1812	40.78	3.25714285714286	No	No	I
LOC100929298	XM_031947303.1	NC_045426.1	1227	41.48	3.35714285714286	No	No	I
LOC100929306	XM_012544922.1	NC_045428.1	933	42.34	3.48837209302326	No	No	I
LOC100929313	XM_003764777.1	NC_045428.1	936	46.05	3.51020408163265	No	No	I
LOC100929360	XM_031944461.1	NC_045432.1	1056	60.89	4.71428571428571	No	No	I
LOC100929389	XM_003761511.4	NC_045426.1	975	48.21	3.73469387755102	No	No	I
LOC100929398	XM_003764846.2	NC_045428.1	939	47.50	3.45098039215686	No	No	I
LOC100929404	XM_031964081.1	NC_045428.1	1938	57.43	4.26515151515152	Yes	No	M
LOC100929415	XM_003769447.2	NC_045429.1	1038	41.52	3.34285714285714	No	No	I
LOC100929420	XM_012550257.3	NC_045426.1	393	51.15	3.88888888888889	No	No	I
LOC100929438	XM_003755773.1	NC_045427.1	957	40.75	3.65384615384615	No	No	I
LOC100929463	XM_023496935.2	NC_045426.1	3372	49.29	3.98089171974522	No	No	I
LOC100929498	XM_003768709.3	NC_045429.1	381	54.59	4.21428571428571	No	No	I
LOC100929499	XM_031968626.1	NC_045429.1	1086	60.04	4.12048192771084	No	No	I
LOC100929504	XM_031968128.1	NC_045429.1	1509	53.08	3.97826086956522	No	No	I
LOC100929561	XM_003764110.1	NC_045428.1	945	46.88	3.78571428571429	No	No	UL
LOC100929574	XM_031957797.1	NC_045428.1	1830	55.08	4.30081300813008	Yes	No	M
LOC100929615	XM_003774609.3	NC_045431.1	954	45.70	3.56410256410256	Yes	No	M
LOC100929651	XM_031961351.1	NC_045428.1	1251	45.00	3.52830188679245	No	No	I
LOC100929654	XM_003764847.1	NC_045428.1	951	52.68	3.796875	No	No	I
LOC100929669	XM_003769448.1	NC_045429.1	1032	39.53	3.23333333333333	No	No	I
LOC100929673	XM_003770605.2	NC_045426.1	381	54.07	4.12	Yes	No	M
LOC100929715	XM_003760912.4	NC_045426.1	1770	58.93	4.24603174603175	No	No	I
LOC100929721	XM_023497858.2	NC_045426.1	603	50.25	4.06451612903226	No	No	I
LOC100929747	XM_012548290.3	NC_045429.1	1242	51.53	3.56363636363636	No	No	I
LOC100929768	XM_031942716.1	NC_045431.1	1683	42.54	3.35416666666667	No	No	I
LOC100929770	XM_003773798.2	NC_045431.1	945	38.41	3.48275862068966	No	No	I
LOC100929784	XM_031953898.1	NC_045427.1	987	57.75	4.15384615384615	No	No	I
LOC100929843	XM_003769384.2	NC_045429.1	1536	39.52	3.41666666666667	No	No	I
LOC100929869	XM_003755545.1	NC_045427.1	1059	56.56	3.74683544303797	No	No	I
LOC100929873	XM_031955196.1	NC_045427.1	1575	39.05	3.56410256410256	No	No	I
LOC100929908	XM_012544413.3	NC_045428.1	972	36.73	3.19047619047619	No	No	I
